CLOSE_DEF_PERSON_ID, PLAYER_NAME, PLAYER_LAST_TEAM_ID, PLAYER_LAST_TEAM_ABBREVIATION, PLAYER_POSITION, AGE, GP, G, FREQ, D_FGM, D_FGA, D_FG_PCT, PCT_PLUSMINUS
1627752, Taurean Prince, 1610612737, ATL, F, 24.0, 81, 81, 1.0, 4.72, 9.99, 0.472, 0.01
1627737, Marquese Chriss, 1610612756, PHX, F, 20.0, 72, 72, 1.0, 4.65, 9.99, 0.466, -0.001
1628404, Josh Hart, 1610612747, LAL, G, 23.0, 62, 62, 1.0, 4.56, 9.98, 0.457, 0.004
201144, Mike Conley, 1610612763, MEM, G, 30.0, 12, 12, 1.0, 3.92, 9.92, 0.395, -0.047
202734, E'Twaun Moore, 1610612740, NOP, F-G, 29.0, 82, 82, 1.0, 4.89, 9.9, 0.494, 0.041
203085, Austin Rivers, 1610612746, LAC, G, 25.0, 61, 61, 1.0, 4.57, 9.82, 0.466, 0.012
1627747, Caris LeVert, 1610612751, BKN, G-F, 23.0, 68, 68, 1.0, 4.69, 9.74, 0.482, 0.03
201949, James Johnson, 1610612748, MIA, F, 31.0, 71, 71, 1.0, 4.39, 9.73, 0.452, -0.016
200782, PJ Tucker, 1610612745, HOU, F, 33.0, 82, 82, 1.0, 4.83, 9.71, 0.497, 0.04
1628378, Donovan Mitchell, 1610612762, UTA, G, 21.0, 79, 79, 1.0, 4.06, 9.68, 0.42, -0.033
1626163, Frank Kaminsky, 1610612766, CHA, F-C, 25.0, 78, 78, 1.0, 4.78, 9.62, 0.497, 0.04
1628368, De'Aaron Fox, 1610612758, SAC, G, 20.0, 73, 73, 1.0, 4.27, 9.58, 0.446, 0.008
201145, Jeff Green, 1610612739, CLE, F, 31.0, 78, 78, 1.0, 4.35, 9.54, 0.456, -0.004
2216, Zach Randolph, 1610612758, SAC, F, 36.0, 59, 59, 1.0, 5.24, 9.53, 0.55, 0.068
1627763, Malcolm Brogdon, 1610612749, MIL, G, 25.0, 47, 47, 1.0, 4.49, 9.53, 0.471, 0.025
1626159, Justise Winslow, 1610612748, MIA, F-G, 22.0, 67, 67, 1.0, 4.1, 9.52, 0.431, -0.023
203488, Mike Muscala, 1610612737, ATL, F-C, 26.0, 53, 53, 1.0, 4.42, 9.49, 0.465, -0.002
202328, Greg Monroe, 1610612738, BOS, C-F, 28.0, 50, 50, 1.0, 4.94, 9.48, 0.521, 0.046
201952, Jeff Teague, 1610612750, MIN, G, 30.0, 70, 70, 1.0, 4.44, 9.47, 0.469, 0.025
1626204, Larry Nance Jr., 1610612739, CLE, F, 25.0, 64, 64, 1.0, 4.56, 9.42, 0.484, 0.015
203490, Otto Porter Jr., 1610612764, WAS, F, 25.0, 76, 76, 1.0, 4.66, 9.42, 0.494, 0.038
